新做过爷（本群最大唯一废物）的故事，从不敢A到接吻，赢赢赢

《一开始不敢A，被妹妹暗示（倒追）》
PersonID,DateTime,ChatText,ChatImage

2847301574,2024-07-06 09:31:28,妹妹把他喝过的牛奶给我喝,
2847301574,2024-07-06 09:31:50,我该怎么喝,

2847301574,2024-07-06 09:36:30,怎么了啊,

2847301574,2024-07-06 10:49:31,芜湖,
2847301574,2024-07-06 12:10:07,,
2847301574,2024-07-06 12:10:09,不知道,
2847301574,2024-07-06 12:10:15,还行还没a呢,
2847301574,2024-07-06 12:10:21,好像还没a呢,
2847301574,2024-07-06 12:10:32,暧昧不清好像确实有点,

2847301574,2024-07-06 12:13:12,反正关系说不上来,
2847301574,2024-07-06 12:13:19,到底是怎么样的,
2847301574,2024-07-06 12:19:34,有时候他把他手机给我拿着,
2847301574,2024-07-06 12:20:07,而且我和她是互相告诉过锁屏密码的,
2847301574,2024-07-06 12:20:19,有时候他拿我手机看,
2847301574,2024-07-06 12:20:25,我拿她手机看,
2847301574,2024-07-06 12:25:52,🐴,
2847301574,2024-07-06 12:26:10,不是哥,
2847301574,2024-07-06 12:26:12,啥啊,
2847301574,2024-07-06 12:26:59,不行,
2847301574,2024-07-06 12:27:06,我不知道他对我的感觉,
2847301574,2024-07-06 12:29:31,mmm,

2847301574,2024-07-06 12:32:58,一瓶牛奶,
2847301574,2024-07-06 12:33:06,他喝了然后给我喝了,
2847301574,2024-07-06 12:36:43, 有吗,
2847301574,2024-07-06 12:39:03,？,
2847301574,2024-07-06 12:48:14,昨晚给我发了句,
2847301574,2024-07-06 12:48:18,不喜欢中央空调,
2847301574,2024-07-06 12:48:33,当时他们寝室问我问题,
2847301574,2024-07-06 13:17:13,,
2847301574,2024-07-06 13:18:29,mmm,
2847301574,2024-07-06 13:18:36,好像试探过,
2847301574,2024-07-06 13:18:55,我问她能不能用她杯子喝水,
2847301574,2024-07-06 13:19:00,她说可以,
2847301574,2024-07-06 13:23:43,？,
2847301574,2024-07-06 13:23:47,什么时候的事,
2847301574,2024-07-06 13:24:32,没喝,

2847301574,2024-07-06 13:27:41,不敢,
2847301574,2024-07-06 13:36:20,没有,
2847301574,2024-07-06 13:36:23,我是哥布林,
2847301574,2024-07-06 13:44:14,呜呜呜,
2847301574,2024-07-06 13:44:19,哥布林杀手洞穴了,
2847301574,2024-07-06 14:02:25,呜呜呜我是哥布林,

2847301574,2024-07-06 14:06:08,后面几天吧,
2847301574,2024-07-06 14:06:27,我想买个钥匙扣送他,

2847301574,2024-07-06 14:07:38,刚刚他买的矿泉水,
2847301574,2024-07-06 14:07:51,我喝他也喝了,

2847301574,2024-07-06 14:08:55,什么故意的,
2847301574,2024-07-06 14:09:00,我问过他了,
2847301574,2024-07-06 14:09:06,他说可以喝,
2847301574,2024-07-06 14:09:13,然后我喝了一口,
2847301574,2024-07-06 14:09:17,后面还有一点,
2847301574,2024-07-06 14:09:22,他喝了,
2847301574,2024-07-06 14:11:23,啊？,
2847301574,2024-07-06 14:11:25,拿有,
2847301574,2024-07-06 14:11:27,哪有,
2847301574,2024-07-06 14:17:32,😨,
2847301574,2024-07-06 14:17:38,我还没谈呢,
2847301574,2024-07-06 14:18:14,a都没a,
2847301574,2024-07-06 14:20:04,,
2847301574,2024-07-06 14:32:53,😨,
2847301574,2024-07-06 14:33:03,a了,
2847301574,2024-07-06 14:33:06,人家没吊我,
2847301574,2024-07-06 14:33:10,黄了,
2847301574,2024-07-06 14:33:12,呜呜呜,
2847301574,2024-07-06 15:00:33,她↑,
2847301574,2024-07-06 15:00:39,她说,
2847301574,2024-07-06 15:00:42,可以试试,
2847301574,2024-07-06 15:06:44,,
2847301574,2024-07-06 15:07:11,哥布林出洞穴了,
2847301574,2024-07-06 15:09:29,诶,
2847301574,2024-07-06 15:09:33,群友,
2847301574,2024-07-06 15:09:35,太成功,
2847301574,2024-07-06 15:09:42,想都不敢想,
2847301574,2024-07-06 15:14:00,做梦都不敢这么做,
2847301574,2024-07-06 15:15:02,😨,
2847301574,2024-07-06 15:15:04,没有,
2847301574,2024-07-06 15:15:10,透什么啊,
2847301574,2024-07-06 15:19:42,没有,
2847301574,2024-07-06 15:19:47,我最废物了,
2847301574,2024-07-06 15:20:18,唉 紫砂,
2847301574,2024-07-06 15:29:24,牡丹是什么,
2847301574,2024-07-06 15:36:02,呜呜呜,
2847301574,2024-07-06 15:36:07,我太失败了,
2847301574,2024-07-06 15:36:52,谁啊,
2847301574,2024-07-06 15:39:06,啊？,
2847301574,2024-07-06 15:39:08,谁,
2847301574,2024-07-06 15:39:09,哪里,
2847301574,2024-07-06 15:41:04,没有,
2847301574,2024-07-06 15:41:06,妹妹在睡觉,
2847301574,2024-07-06 15:41:08,没理我,
2847301574,2024-07-06 15:46:04,,
2847301574,2024-07-06 15:46:34,？,
2847301574,2024-07-06 15:46:37,什么成功,
2847301574,2024-07-06 15:47:00,😨,
2847301574,2024-07-06 15:47:10,他找我打羽毛球,
2847301574,2024-07-06 15:47:14,然后就,
2847301574,2024-07-06 15:47:28,开始天天都打了,
2847301574,2024-07-06 15:48:01,诶,
2847301574,2024-07-06 15:48:03,群友,
2847301574,2024-07-06 15:48:41,不会,
2847301574,2024-07-06 15:48:44,我不会打,
2847301574,2024-07-06 15:48:51,他陪着我慢慢打,
2847301574,2024-07-06 15:50:31,然后还打打桌球,
2847301574,2024-07-06 15:51:07,没,
2847301574,2024-07-06 15:51:09,都不会,
2847301574,2024-07-06 15:51:14,这是碰巧有,
2847301574,2024-07-06 15:55:27,看群只会让我认识到我就是个loser,
2847301574,2024-07-06 17:53:13,,
2847301574,2024-07-06 17:53:22,哥布林出洞了,
2847301574,2024-07-06 18:15:05,不是,
2847301574,2024-07-06 18:15:14,一个妹妹来问我,
2847301574,2024-07-06 18:15:18,喜欢什么样的女生,
2847301574,2024-07-06 18:15:46,有两个,
